기준월,행정동코드,매출금액,행정구역,총인구수,월유동인구수,년도,spatial_cluster
11,4128556000,299892,경기도 고양시 일산동구 마두1동,23040,635720.3,2023,1
12,4128556000,569034,경기도 고양시 일산동구 마두1동,23026,626744.06,2023,1
1,4128556000,646892,경기도 고양시 일산동구 마두1동,23070,676752.06,2024,1
2,4128556000,217314,경기도 고양시 일산동구 마두1동,23066,573473.56,2024,1
3,4128556000,315158,경기도 고양시 일산동구 마두1동,23024,640549.7,2024,1
4,4128556000,187920,경기도 고양시 일산동구 마두1동,22960,640996.0,2024,1
5,4128556000,311496,경기도 고양시 일산동구 마두1동,22928,645543.7,2024,1
6,4128556000,386598,경기도 고양시 일산동구 마두1동,22923,657772.75,2024,1
7,4128556000,619716,경기도 고양시 일산동구 마두1동,22845,673127.06,2024,1
8,4128556000,626840,경기도 고양시 일산동구 마두1동,22840,639443.06,2024,1
9,4128556000,578880,경기도 고양시 일산동구 마두1동,22805,701451.8,2024,1
10,4128556000,527780,경기도 고양시 일산동구 마두1동,22754,696999.44,2024,1
11,4128556000,407132,경기도 고양시 일산동구 마두1동,22748,684681.7,2024,1
12,4128556000,823302,경기도 고양시 일산동구 마두1동,22730,691554.44,2024,1
1,4128556000,403948,경기도 고양시 일산동구 마두1동,22703,678552.7,2025,1
2,4128556000,381364,경기도 고양시 일산동구 마두1동,22688,643657.6,2025,1
3,4128556000,410604,경기도 고양시 일산동구 마두1동,22639,675533.8,2025,1
4,4128556000,134878,경기도 고양시 일산동구 마두1동,22637,668628.44,2025,1
5,4128556000,160012,경기도 고양시 일산동구 마두1동,22617,656980.7,2025,1
6,4128556000,92800,경기도 고양시 일산동구 마두1동,22629,638549.3,2025,1
7,4128559000,146039008,경기도 고양시 일산동구 장항2동,26573,672404.8,2023,1
8,4128559000,30178956,경기도 고양시 일산동구 장항2동,26563,648032.44,2023,1
9,4128559000,176368,경기도 고양시 일산동구 장항2동,26606,622980.5,2023,1
10,4128559000,172638,경기도 고양시 일산동구 장항2동,26586,661524.6,2023,1
11,4128559000,109022,경기도 고양시 일산동구 장항2동,26507,605093.94,2023,1
12,4128559000,125298,경기도 고양시 일산동구 장항2동,26531,635527.5,2023,1
1,4128559000,133968,경기도 고양시 일산동구 장항2동,26575,624701.5,2024,1
2,4128559000,56400,경기도 고양시 일산동구 장항2동,26629,567444.44,2024,1
3,4128559000,97450,경기도 고양시 일산동구 장항2동,26630,651715.7,2024,1
4,4128559000,179000,경기도 고양시 일산동구 장항2동,26570,668124.4,2024,1
5,4128559000,87650,경기도 고양시 일산동구 장항2동,26597,685550.75,2024,1
6,4128559000,223026,경기도 고양시 일산동구 장항2동,26596,625166.06,2024,1
7,4128559000,119856,경기도 고양시 일산동구 장항2동,26566,661450.06,2024,1
8,4128559000,101482,경기도 고양시 일산동구 장항2동,26565,638166.5,2024,1
9,4128559000,232610,경기도 고양시 일산동구 장항2동,26523,659626.2,2024,1
10,4128559000,208146,경기도 고양시 일산동구 장항2동,26545,665716.7,2024,1
11,4128559000,167996,경기도 고양시 일산동구 장항2동,26544,597887.1,2024,1
12,4128559000,143128,경기도 고양시 일산동구 장항2동,26612,607188.44,2024,1
1,4128559000,59436,경기도 고양시 일산동구 장항2동,26626,610303.06,2025,1
2,4128559000,59192,경기도 고양시 일산동구 장항2동,26650,590621.3,2025,1
3,4128559000,118196,경기도 고양시 일산동구 장항2동,26666,606010.94,2025,1
4,4128559000,76892,경기도 고양시 일산동구 장항2동,26657,604510.25,2025,1
5,4128559000,74382,경기도 고양시 일산동구 장항2동,26699,654801.44,2025,1
6,4128559000,79008,경기도 고양시 일산동구 장항2동,26669,590310.06,2025,1
7,4128560000,6679363,경기도 고양시 일산동구 고봉동,22234,46509.79,2023,1
8,4128560000,996308,경기도 고양시 일산동구 고봉동,22177,44278.57,2023,1
9,4128560000,176638,경기도 고양시 일산동구 고봉동,22153,45008.11,2023,1
10,4128560000,113093,경기도 고양시 일산동구 고봉동,22094,45046.28,2023,1
11,4128560000,138514,경기도 고양시 일산동구 고봉동,22063,43592.37,2023,1
12,4128560000,95731,경기도 고양시 일산동구 고봉동,22014,43930.64,2023,1
1,4128560000,61340,경기도 고양시 일산동구 고봉동,21968,44550.79,2024,1
2,4128560000,48094,경기도 고양시 일산동구 고봉동,21917,40006.43,2024,1
3,4128560000,24358,경기도 고양시 일산동구 고봉동,21908,45591.8,2024,1
4,4128560000,34024,경기도 고양시 일산동구 고봉동,21803,44272.32,2024,1
5,4128560000,44202,경기도 고양시 일산동구 고봉동,21779,44654.67,2024,1
6,4128560000,87478,경기도 고양시 일산동구 고봉동,21750,43935.68,2024,1
7,4128560000,105862,경기도 고양시 일산동구 고봉동,21668,45264.92,2024,1
8,4128560000,82056,경기도 고양시 일산동구 고봉동,21604,44461.34,2024,1
9,4128560000,174878,경기도 고양시 일산동구 고봉동,21556,47676.73,2024,1
10,4128560000,96500,경기도 고양시 일산동구 고봉동,21447,44983.63,2024,1
11,4128560000,98076,경기도 고양시 일산동구 고봉동,21389,44162.26,2024,1
12,4128560000,94996,경기도 고양시 일산동구 고봉동,21356,45182.45,2024,1
1,4128560000,44514,경기도 고양시 일산동구 고봉동,21289,49140.38,2025,1
2,4128560000,23056,경기도 고양시 일산동구 고봉동,21228,45217.19,2025,1
3,4128560000,28138,경기도 고양시 일산동구 고봉동,21191,45493.23,2025,1
4,4128560000,11080,경기도 고양시 일산동구 고봉동,21144,46243.57,2025,1
5,4128560000,15404,경기도 고양시 일산동구 고봉동,21151,45960.75,2025,1
6,4128560000,11120,경기도 고양시 일산동구 고봉동,21113,43993.88,2025,1
7,4128751000,16196570,경기도 고양시 일산서구 일산1동,25815,827996.06,2023,1
8,4128751000,2426193,경기도 고양시 일산서구 일산1동,25817,748896.94,2023,1
9,4128751000,262324,경기도 고양시 일산서구 일산1동,25748,759965.9,2023,1
10,4128751000,253482,경기도 고양시 일산서구 일산1동,25717,783767.94,2023,1
11,4128751000,236178,경기도 고양시 일산서구 일산1동,25653,743716.7,2023,1
12,4128751000,380951,경기도 고양시 일산서구 일산1동,25650,788321.2,2023,1
1,4128751000,162480,경기도 고양시 일산서구 일산1동,25590,918406.9,2024,1
2,4128751000,133799,경기도 고양시 일산서구 일산1동,25572,821349.44,2024,1
3,4128751000,50011,경기도 고양시 일산서구 일산1동,25535,921766.3,2024,1
4,4128751000,15612,경기도 고양시 일산서구 일산1동,25455,751961.06,2024,1
5,4128751000,69031,경기도 고양시 일산서구 일산1동,25407,747662.94,2024,1
6,4128751000,433065,경기도 고양시 일산서구 일산1동,25329,872393.8,2024,1
7,4128751000,256398,경기도 고양시 일산서구 일산1동,25332,939555.75,2024,1
8,4128751000,157411,경기도 고양시 일산서구 일산1동,25326,951429.56,2024,1
9,4128751000,348744,경기도 고양시 일산서구 일산1동,25287,1024549.8,2024,1
10,4128751000,379196,경기도 고양시 일산서구 일산1동,25267,992125.44,2024,1
11,4128751000,701585,경기도 고양시 일산서구 일산1동,25189,955857.3,2024,1
12,4128751000,256762,경기도 고양시 일산서구 일산1동,25182,942500.3,2024,1
1,4128751000,148994,경기도 고양시 일산서구 일산1동,25147,1009038.2,2025,1
2,4128751000,364738,경기도 고양시 일산서구 일산1동,25081,906735.8,2025,1
3,4128751000,35274,경기도 고양시 일산서구 일산1동,25083,968421.5,2025,1
4,4128751000,66125,경기도 고양시 일산서구 일산1동,25059,936028.7,2025,1
5,4128751000,79429,경기도 고양시 일산서구 일산1동,25015,1074346.2,2025,1
6,4128751000,45985,경기도 고양시 일산서구 일산1동,25000,1005931.1,2025,1
7,4128752000,29619148,경기도 고양시 일산서구 일산2동,19162,984165.44,2023,1
8,4128752000,4251665,경기도 고양시 일산서구 일산2동,19156,916969.0,2023,1
9,4128752000,1963001,경기도 고양시 일산서구 일산2동,19149,1015229.75,2023,1
10,4128752000,1521403,경기도 고양시 일산서구 일산2동,19115,952757.6,2023,1
11,4128752000,1937769,경기도 고양시 일산서구 일산2동,19128,896412.75,2023,1
12,4128752000,1748670,경기도 고양시 일산서구 일산2동,19145,935661.3,2023,1
1,4128752000,1334956,경기도 고양시 일산서구 일산2동,19112,888408.75,2024,1
2,4128752000,901467,경기도 고양시 일산서구 일산2동,19060,902676.3,2024,1
3,4128752000,365199,경기도 고양시 일산서구 일산2동,19053,945464.3,2024,1
4,4128752000,491598,경기도 고양시 일산서구 일산2동,19010,895130.06,2024,1
5,4128752000,633111,경기도 고양시 일산서구 일산2동,18965,944913.2,2024,1
6,4128752000,1405318,경기도 고양시 일산서구 일산2동,18966,845018.94,2024,1
7,4128752000,1456635,경기도 고양시 일산서구 일산2동,18985,884736.9,2024,1
8,4128752000,1433221,경기도 고양시 일산서구 일산2동,18953,923133.94,2024,1
9,4128752000,1848470,경기도 고양시 일산서구 일산2동,18927,1006133.1,2024,1
10,4128752000,1488366,경기도 고양시 일산서구 일산2동,18866,1010845.2,2024,1
11,4128752000,1725981,경기도 고양시 일산서구 일산2동,18823,894507.44,2024,1
12,4128752000,2066478,경기도 고양시 일산서구 일산2동,18798,934203.6,2024,1
1,4128752000,1469998,경기도 고양시 일산서구 일산2동,18787,1026422.0,2025,1
2,4128752000,767160,경기도 고양시 일산서구 일산2동,18737,923971.6,2025,1
3,4128752000,558627,경기도 고양시 일산서구 일산2동,18697,944121.75,2025,1
4,4128752000,331390,경기도 고양시 일산서구 일산2동,18653,909236.3,2025,1
5,4128752000,351855,경기도 고양시 일산서구 일산2동,18573,949379.4,2025,1
6,4128752000,276049,경기도 고양시 일산서구 일산2동,18563,897385.6,2025,1
7,4128755000,66275595,경기도 고양시 일산서구 주엽1동,26958,1552381.9,2023,1
8,4128755000,8659620,경기도 고양시 일산서구 주엽1동,26922,1501806.6,2023,1
9,4128755000,683603,경기도 고양시 일산서구 주엽1동,26908,1441929.5,2023,1
10,4128755000,634691,경기도 고양시 일산서구 주엽1동,26837,1460985.4,2023,1
11,4128755000,825879,경기도 고양시 일산서구 주엽1동,26794,1401935.5,2023,1
12,4128755000,862641,경기도 고양시 일산서구 주엽1동,26840,1441034.5,2023,1
1,4128755000,727905,경기도 고양시 일산서구 주엽1동,26820,1451603.8,2024,1
2,4128755000,370154,경기도 고양시 일산서구 주엽1동,26795,1336394.8,2024,1
3,4128755000,324721,경기도 고양시 일산서구 주엽1동,26737,1513110.4,2024,1
4,4128755000,356078,경기도 고양시 일산서구 주엽1동,26651,1467750.0,2024,1
5,4128755000,392736,경기도 고양시 일산서구 주엽1동,26546,1517018.1,2024,1
6,4128755000,675857,경기도 고양시 일산서구 주엽1동,26532,1463075.8,2024,1
7,4128755000,911043,경기도 고양시 일산서구 주엽1동,26447,1502087.1,2024,1
8,4128755000,937941,경기도 고양시 일산서구 주엽1동,26480,1592302.1,2024,1
9,4128755000,888463,경기도 고양시 일산서구 주엽1동,26439,1597498.8,2024,1
10,4128755000,710871,경기도 고양시 일산서구 주엽1동,26361,1466802.4,2024,1
11,4128755000,873592,경기도 고양시 일산서구 주엽1동,26325,1376743.1,2024,1
12,4128755000,891956,경기도 고양시 일산서구 주엽1동,26294,1380185.2,2024,1
1,4128755000,387018,경기도 고양시 일산서구 주엽1동,26270,1472720.0,2025,1
2,4128755000,435030,경기도 고양시 일산서구 주엽1동,26238,1356032.9,2025,1
3,4128755000,89927,경기도 고양시 일산서구 주엽1동,26200,1396792.8,2025,1
4,4128755000,23865,경기도 고양시 일산서구 주엽1동,26176,1403557.6,2025,1
5,4128755000,66676,경기도 고양시 일산서구 주엽1동,26148,1442624.6,2025,1
6,4128755000,23206,경기도 고양시 일산서구 주엽1동,26113,1392448.5,2025,1
7,4128756000,58062204,경기도 고양시 일산서구 주엽2동,27512,242338.69,2023,1
8,4128756000,8830814,경기도 고양시 일산서구 주엽2동,27446,230797.42,2023,1
9,4128756000,223091,경기도 고양시 일산서구 주엽2동,27374,220416.17,2023,1
10,4128756000,207849,경기도 고양시 일산서구 주엽2동,27376,221477.48,2023,1
11,4128756000,88786,경기도 고양시 일산서구 주엽2동,27308,212872.27,2023,1
12,4128756000,100952,경기도 고양시 일산서구 주엽2동,27285,219804.06,2023,1
1,4128756000,134566,경기도 고양시 일산서구 주엽2동,27250,225585.7,2024,1
2,4128756000,41141,경기도 고양시 일산서구 주엽2동,27282,204343.2,2024,1
3,4128756000,28394,경기도 고양시 일산서구 주엽2동,27278,229388.02,2024,1
4,4128756000,36891,경기도 고양시 일산서구 주엽2동,27159,222733.72,2024,1
5,4128756000,44113,경기도 고양시 일산서구 주엽2동,27123,216937.45,2024,1
6,4128756000,133765,경기도 고양시 일산서구 주엽2동,27114,217510.42,2024,1
7,4128756000,131247,경기도 고양시 일산서구 주엽2동,27099,213349.14,2024,1
8,4128756000,170140,경기도 고양시 일산서구 주엽2동,27043,232002.4,2024,1
9,4128756000,290639,경기도 고양시 일산서구 주엽2동,27018,239396.02,2024,1
10,4128756000,143198,경기도 고양시 일산서구 주엽2동,26990,223906.48,2024,1
11,4128756000,154585,경기도 고양시 일산서구 주엽2동,26960,214515.8,2024,1
12,4128756000,197352,경기도 고양시 일산서구 주엽2동,26984,212623.84,2024,1
1,4128756000,41276,경기도 고양시 일산서구 주엽2동,26912,224265.53,2025,1
2,4128756000,68527,경기도 고양시 일산서구 주엽2동,26832,206828.58,2025,1
3,4128756000,17405,경기도 고양시 일산서구 주엽2동,26764,225389.25,2025,1
4,4128756000,28799,경기도 고양시 일산서구 주엽2동,26699,222467.25,2025,1
5,4128756000,20166,경기도 고양시 일산서구 주엽2동,26669,228185.73,2025,1
6,4128756000,30918,경기도 고양시 일산서구 주엽2동,26634,219298.56,2025,1
7,4128757000,51771246,경기도 고양시 일산서구 대화동,34792,328032.38,2023,1
8,4128757000,5711824,경기도 고양시 일산서구 대화동,34708,343233.8,2023,1
9,4128757000,312628,경기도 고양시 일산서구 대화동,34701,315964.0,2023,1
10,4128757000,394117,경기도 고양시 일산서구 대화동,34626,327547.5,2023,1
11,4128757000,415108,경기도 고양시 일산서구 대화동,34576,316642.72,2023,1
12,4128757000,265554,경기도 고양시 일산서구 대화동,34576,328173.5,2023,1
1,4128757000,341681,경기도 고양시 일산서구 대화동,34574,300633.0,2024,1
2,4128757000,107956,경기도 고양시 일산서구 대화동,34548,286260.62,2024,1
3,4128757000,110866,경기도 고양시 일산서구 대화동,34507,320513.62,2024,1
4,4128757000,72735,경기도 고양시 일산서구 대화동,34385,318919.34,2024,1
5,4128757000,168974,경기도 고양시 일산서구 대화동,34352,347352.03,2024,1
6,4128757000,531769,경기도 고양시 일산서구 대화동,34249,312207.2,2024,1
7,4128757000,521402,경기도 고양시 일산서구 대화동,34232,342143.56,2024,1
8,4128757000,432305,경기도 고양시 일산서구 대화동,34236,328727.44,2024,1
9,4128757000,509347,경기도 고양시 일산서구 대화동,34189,322792.88,2024,1
10,4128757000,443314,경기도 고양시 일산서구 대화동,34109,320022.88,2024,1
11,4128757000,568457,경기도 고양시 일산서구 대화동,34114,301883.28,2024,1
12,4128757000,709417,경기도 고양시 일산서구 대화동,34060,314040.03,2024,1
1,4128757000,323971,경기도 고양시 일산서구 대화동,34139,306284.97,2025,1
2,4128757000,245434,경기도 고양시 일산서구 대화동,34040,295136.62,2025,1
3,4128757000,110303,경기도 고양시 일산서구 대화동,33956,317786.12,2025,1
4,4128757000,30744,경기도 고양시 일산서구 대화동,34000,356953.44,2025,1
5,4128757000,28383,경기도 고양시 일산서구 대화동,33941,339737.84,2025,1
6,4128757000,26037,경기도 고양시 일산서구 대화동,33928,306878.34,2025,1
7,4129051000,66609316,경기도 과천시 중앙동,11319,214870.44,2023,0
